id,condition,grade
4141400100,Minor Deferred,8
9562200090,Minor Deferred,10
7399800110,Limited Deferred,9
6917700356,Minor Deferred,6
4040800600,Limited Deferred,8
3629920300,Minor Deferred,7
8944290090,Minor Deferred,7
8091410930,Minor Deferred,7
3313600266,Minor Deferred,7
9508850100,Minor Deferred,8
3330501545,Limited Deferred,6
31000165,Minor Deferred,10
4123810090,Minor Deferred,8
1180500100,Minor Deferred,8
7549801140,Minor Deferred,6
7254000100,Minor Deferred,8
644200090,Limited Deferred,8
5101407305,Minor Deferred,7
6817801030,Significant Deferred,7
7454001280,Minor Deferred,6
8651440740,Limited Deferred,7
1954430190,Minor Deferred,8
4292300010,Limited Deferred,7
8929000290,Minor Deferred,8
1250201680,Limited Deferred,9
868001705,Minor Deferred,10
1370801585,Limited Deferred,9
7501000130,Limited Deferred,10
4178300130,Limited Deferred,9
7550801206,No Deferred,7
9201300050,Minor Deferred,9
3816300095,Minor Deferred,7
7399301100,Limited Deferred,7
4151800470,No Deferred,6
7811000020,Limited Deferred,8
5166700050,Minor Deferred,7
4045500130,Minor Deferred,6
2927600675,Limited Deferred,8
7686202580,Minor Deferred,6
5690500095,Minor Deferred,10
3876540630,Minor Deferred,7
8929000170,Minor Deferred,8
2621400080,Minor Deferred,7
8154100020,Limited Deferred,7
8097000190,Minor Deferred,8
2624089181,Minor Deferred,7
8718500275,Minor Deferred,7
3575305495,Limited Deferred,9
411100020,No Deferred,7
9113200020,Minor Deferred,9
2011400019,Minor Deferred,7
3912000020,Limited Deferred,7
8078370010,Limited Deferred,7
5104650020,Minor Deferred,8
7417700664,Minor Deferred,7
2770604920,Minor Deferred,8
1930300190,No Deferred,7
3024079069,Minor Deferred,6
723069049,Limited Deferred,7
2210500019,Limited Deferred,7
3856901435,No Deferred,7
3948900050,No Deferred,7
5412400170,Minor Deferred,7
2856102280,Limited Deferred,6
3288100290,Limited Deferred,8
5145000190,Minor Deferred,7
6679000170,Minor Deferred,7
9536601045,Limited Deferred,7
8731981410,Minor Deferred,9
3574801350,Minor Deferred,7
1922069099,No Deferred,7
871001735,Minor Deferred,8
2022059308,Minor Deferred,7
2525300480,Limited Deferred,6
7979900440,Minor Deferred,7
2558660290,Limited Deferred,7
8650300190,Minor Deferred,9
8643000225,Minor Deferred,7
1105000233,Minor Deferred,6
9831200500,Minor Deferred,13
945000250,Minor Deferred,6
4101410050,Minor Deferred,8
1571100130,Minor Deferred,7
7932000078,Limited Deferred,7
2592400170,Limited Deferred,7
2517010630,Limited Deferred,7
6926700225,Minor Deferred,8
8820902905,Minor Deferred,6
5104510190,Minor Deferred,7
9839301060,Minor Deferred,8
2425700005,Limited Deferred,7
9276201190,Limited Deferred,7
8644210050,Minor Deferred,10
2741100280,No Deferred,6
2891000680,Limited Deferred,7
7366100080,Limited Deferred,7
3211270170,Minor Deferred,9
3330500920,Limited Deferred,6
5437820080,Minor Deferred,7
8097000380,Minor Deferred,8
2591010290,Limited Deferred,7
1324300380,Minor Deferred,7
3226049478,Limited Deferred,7
7941500170,Minor Deferred,6
7522500005,Limited Deferred,7
1545801630,Minor Deferred,7
5151600480,Limited Deferred,8
2731600080,Limited Deferred,8
2804600010,Minor Deferred,8
8899210680,No Deferred,8
6649300190,Minor Deferred,7
1312200080,Limited Deferred,7
1721801025,Minor Deferred,7
7942200050,No Deferred,7
9528100963,Minor Deferred,9
9297301495,Minor Deferred,8
192300020,Minor Deferred,9
9477100170,Minor Deferred,7
6705120280,Minor Deferred,8
7203220050,Minor Deferred,9
6858700225,Limited Deferred,7
8712100605,Minor Deferred,8
5702380500,Limited Deferred,7
6181430280,Minor Deferred,7
7138000170,Minor Deferred,7
6669010290,No Deferred,8
5706200280,Limited Deferred,7
1338300170,Minor Deferred,9
8562800250,No Deferred,8
109210280,Limited Deferred,8
3216900080,Minor Deferred,8
629500170,Minor Deferred,9
5272200005,Minor Deferred,7
7205000080,Limited Deferred,7
1117200170,Minor Deferred,10
5561300480,Minor Deferred,8
6896300380,Significant Deferred,4
3293400010,Minor Deferred,11
3421059049,Minor Deferred,8
524069049,Limited Deferred,7
1524079093,Minor Deferred,7
3832710680,Limited Deferred,7
686200840,Limited Deferred,8
8682310460,Minor Deferred,8
446000190,Minor Deferred,8
8805900430,Limited Deferred,9
3629921060,Minor Deferred,9
8856890020,Minor Deferred,8
2115510470,Limited Deferred,8
1545803890,Minor Deferred,7
3322049126,Minor Deferred,7
6669020500,Minor Deferred,8
3832710840,Limited Deferred,7
7212651950,Minor Deferred,8
1331900020,Minor Deferred,10
7140200380,Limited Deferred,7
7972601235,Minor Deferred,7
2848700585,Minor Deferred,7
6132600380,Limited Deferred,7
2424059127,Minor Deferred,10
2591830130,No Deferred,8
1771100130,Limited Deferred,7
8856700190,Limited Deferred,8
7852040080,Minor Deferred,8
5648600190,Minor Deferred,7
4154300275,Minor Deferred,6
5438000280,Limited Deferred,7
9201000480,Minor Deferred,8
1604600660,Limited Deferred,7
522069022,Minor Deferred,8
4331400190,Limited Deferred,7
9407150130,Minor Deferred,7
2212900470,Limited Deferred,7
6600220080,Minor Deferred,7
9558050020,Minor Deferred,9
8691300420,Minor Deferred,10
5450300010,Limited Deferred,7
339600460,Minor Deferred,7
9264910920,Minor Deferred,8
121029034,No Deferred,7
2123049420,Minor Deferred,7
7950302890,Minor Deferred,6
6117500430,Limited Deferred,9
1972200660,Minor Deferred,8
3629830050,Minor Deferred,8
9257900010,Minor Deferred,8
6072000440,Minor Deferred,8
6844702630,Minor Deferred,7
3630090050,Minor Deferred,10
9809000020,Limited Deferred,9
5021900050,Limited Deferred,7
1003600080,No Deferred,7
7701960130,Minor Deferred,11
2395710020,Minor Deferred,8
7203230010,Minor Deferred,9
9830200380,Minor Deferred,10
9407111100,Minor Deferred,7
9572000080,Minor Deferred,8
3629870420,Minor Deferred,10
2459970020,Minor Deferred,7
5547700190,Minor Deferred,9
421000285,Limited Deferred,5
3277801640,Minor Deferred,8
1250203070,Minor Deferred,10
8077200470,Minor Deferred,9
302000545,Limited Deferred,7
9542801990,Limited Deferred,7
3343901403,Minor Deferred,8
1121059030,Minor Deferred,9
9290850950,Minor Deferred,10
1136100006,Minor Deferred,7
7923300285,Limited Deferred,7
1823059028,Minor Deferred,7
8864000440,Minor Deferred,6
9512500680,Minor Deferred,7
3421069120,Limited Deferred,7
4376700430,Minor Deferred,8
8562890430,Minor Deferred,8
452002005,Minor Deferred,6
7228500094,Minor Deferred,7
8078700020,Limited Deferred,8
5035300255,Minor Deferred,8
9528104985,Minor Deferred,7
7237590010,Minor Deferred,7
3158500250,Minor Deferred,8
868001402,Limited Deferred,9
5606000233,Limited Deferred,7
5214500660,Minor Deferred,8
3578110020,Minor Deferred,8
3578401330,Minor Deferred,8
7525000080,Minor Deferred,8
4273000095,Minor Deferred,7
4014400190,Minor Deferred,8
8678500020,Minor Deferred,11
6918700130,Minor Deferred,8
2473350470,Limited Deferred,8
9274200314,Minor Deferred,8
2938100010,Limited Deferred,7
8564950250,Minor Deferred,8
3438502715,Minor Deferred,7
280610020,Limited Deferred,10
2487200938,Minor Deferred,9
1775500362,Minor Deferred,9
2483200010,Minor Deferred,8
4365700130,Minor Deferred,7
9136101271,Minor Deferred,7
1370804295,Minor Deferred,8
422049178,Limited Deferred,6
9161100795,Limited Deferred,6
5561300380,Limited Deferred,8
1443550020,Minor Deferred,8
9547201155,Limited Deferred,7
3625059120,Minor Deferred,9
644000185,Limited Deferred,7
5710500010,Minor Deferred,9
2482410130,Limited Deferred,7
6071900130,Limited Deferred,8
6817800630,Limited Deferred,7
6204400130,Minor Deferred,7
9274203190,No Deferred,8
293610020,Minor Deferred,9
3583400130,Minor Deferred,9
7230400430,Limited Deferred,8
7140600190,Limited Deferred,6
6817801410,Minor Deferred,7
6430500010,No Deferred,7
3023049215,Minor Deferred,8
3625710080,Limited Deferred,10
3390600010,Limited Deferred,7
9238480020,Limited Deferred,8
1036000080,Limited Deferred,8
1561930020,Minor Deferred,9
3876100080,Minor Deferred,7
7454000605,No Deferred,6
1870400635,No Deferred,7
8820900299,Minor Deferred,7
8132700185,Minor Deferred,6
6413600275,No Deferred,7
2888000020,Minor Deferred,7
3298700426,Minor Deferred,6
3362401815,No Deferred,8
5469500020,Limited Deferred,8
6430000280,Minor Deferred,8
1140000190,Minor Deferred,7
8021700715,No Deferred,7
5151600170,Limited Deferred,8
8129700255,Minor Deferred,8
9285800345,Minor Deferred,7
5706200170,Minor Deferred,8
5536500020,Minor Deferred,9
98000950,Minor Deferred,11
3362401611,Minor Deferred,8
6205500280,Limited Deferred,7
7199330010,Minor Deferred,7
1332200130,Minor Deferred,7
3244500078,Minor Deferred,9
3342102880,Limited Deferred,8
2557000630,Limited Deferred,8
1117200190,Minor Deferred,10
8122100130,Minor Deferred,7
9558040050,Minor Deferred,9
5702380630,Minor Deferred,7
3300790670,Minor Deferred,7
2558660190,Minor Deferred,7
4388000460,Limited Deferred,7
3224800010,Limited Deferred,7
1672000020,Limited Deferred,8
2767701416,Minor Deferred,7
7821200307,Limited Deferred,7
4219400290,Minor Deferred,8
6072650290,Limited Deferred,8
5647900670,Minor Deferred,7
1965200010,Minor Deferred,6
319500080,Minor Deferred,9
9526500080,Minor Deferred,8
7856410430,Limited Deferred,10
8128700005,Minor Deferred,6
3444910020,Minor Deferred,8
2025700130,Limited Deferred,7
224069134,Minor Deferred,7
4217400305,Limited Deferred,8
3288301410,Limited Deferred,8
9264950660,Minor Deferred,9
6744700285,Minor Deferred,8
7750500275,Minor Deferred,7
1125069153,Minor Deferred,11
1425059178,Limited Deferred,7
6671900130,No Deferred,7
3172600151,Minor Deferred,6
7237550020,Minor Deferred,11
1934800078,Minor Deferred,8
4385700660,No Deferred,8
923000414,Minor Deferred,8
2624049167,Minor Deferred,7
8929000380,Minor Deferred,8
4221250010,Minor Deferred,8
8861500080,Minor Deferred,8
1592000780,Minor Deferred,9
2484200080,Minor Deferred,8
2322059136,Limited Deferred,8
2591820080,Limited Deferred,8
5729000080,Minor Deferred,8
5100402764,Minor Deferred,7
5454000010,Limited Deferred,9
5412300130,Minor Deferred,7
6873000190,Minor Deferred,7
9485300190,Minor Deferred,8
326069132,Minor Deferred,7
3832061060,Minor Deferred,7
6918730130,Limited Deferred,7
7952800010,Limited Deferred,8
3834500417,Minor Deferred,8
5071700020,Minor Deferred,7
3826000470,Minor Deferred,6
921059132,Minor Deferred,7
1926059027,Minor Deferred,7
1328320440,Minor Deferred,8
1972202005,Limited Deferred,7
2592201350,Limited Deferred,9
6430500293,Limited Deferred,7
6450300840,Minor Deferred,7
1189000225,Minor Deferred,7
7804700020,Minor Deferred,10
9542300430,Minor Deferred,9
1775930440,Limited Deferred,8
1725059182,Minor Deferred,10
3992700130,Minor Deferred,6
824069193,Minor Deferred,7
3904910480,Limited Deferred,8
2877102651,No Deferred,8
9289100170,Limited Deferred,7
3797000680,No Deferred,7
3378900020,Minor Deferred,7
4180300050,Minor Deferred,7
7852010670,Minor Deferred,9
8562890280,Minor Deferred,8
3991400080,Minor Deferred,8
8651510020,Minor Deferred,8
3924500130,Minor Deferred,9
2533300130,No Deferred,8
510002995,Minor Deferred,7
3825500080,Minor Deferred,8
8682231190,Minor Deferred,8
9412400185,Minor Deferred,10
7893804790,Significant Deferred,7
3630070010,Minor Deferred,7
723049132,Minor Deferred,6
1432600415,Limited Deferred,6
3306200010,Minor Deferred,7
425069102,Minor Deferred,10
1683600130,Limited Deferred,7
3741600020,Minor Deferred,8
5412101150,Minor Deferred,8
509000020,Minor Deferred,10
1311500020,Limited Deferred,7
662350050,Minor Deferred,10
3327020290,Minor Deferred,8
1086100130,Minor Deferred,7
2111011060,Minor Deferred,9
7852090280,Minor Deferred,9
2873000780,Limited Deferred,7
3530470190,Limited Deferred,8
5014600440,Minor Deferred,9
5049800005,Minor Deferred,7
7443001470,Minor Deferred,7
2771604640,Minor Deferred,7
7140200280,Limited Deferred,7
3793500780,Minor Deferred,7
5525400420,Limited Deferred,9
7986400305,Limited Deferred,7
3619600143,Limited Deferred,8
7787890050,Minor Deferred,8
2780700050,Minor Deferred,8
5595900280,No Deferred,7
7203220130,Minor Deferred,9
9406540130,Minor Deferred,9
9526600250,Minor Deferred,8
9542900190,Minor Deferred,7
3840700653,Minor Deferred,8
6084200080,Minor Deferred,7
3705900130,Limited Deferred,7
3333002385,Minor Deferred,7
3904910050,No Deferred,8
5556900080,Minor Deferred,7
4443800415,Minor Deferred,7
3791400250,Minor Deferred,9
9551201585,No Deferred,9
7856620050,Minor Deferred,9
9320200050,Limited Deferred,9
1954420380,Minor Deferred,8
740500010,Minor Deferred,7
6673050020,Limited Deferred,8
1853081060,Minor Deferred,9
6308000020,Minor Deferred,9
1720800305,Limited Deferred,8
1682000280,Limited Deferred,7
3814800280,Minor Deferred,8
3352402195,Minor Deferred,6
9320600170,Minor Deferred,7
5205000250,Minor Deferred,8
9264920250,Minor Deferred,8
2473101190,Limited Deferred,7
5437820020,Minor Deferred,7
4067600275,No Deferred,6
6447300345,Minor Deferred,8
3905100280,Minor Deferred,8
9285800275,No Deferred,8
1891100130,Minor Deferred,9
1592000250,Minor Deferred,9
2328800130,Minor Deferred,7
6067910130,Limited Deferred,8
3333002790,Minor Deferred,6
9478400080,Minor Deferred,9
3450300020,No Deferred,7
2663000050,Minor Deferred,7
3145600250,Limited Deferred,6
6206100130,Minor Deferred,7
8944320420,Limited Deferred,8
224069145,Minor Deferred,8
3363900280,No Deferred,7
7504110050,Minor Deferred,9
624100950,Minor Deferred,10
9416400020,Minor Deferred,8
3578400950,Significant Deferred,8
4100000050,Minor Deferred,8
3475000080,Minor Deferred,8
7871500345,Minor Deferred,8
8857600680,Limited Deferred,7
2817100430,Limited Deferred,7
7649400170,Minor Deferred,8
4048400185,Limited Deferred,4
3303960250,Minor Deferred,11
2785000480,Limited Deferred,8
2926049400,Minor Deferred,7
5452302195,Limited Deferred,7
3528900980,Minor Deferred,8
3886901795,Minor Deferred,7
1868900675,No Deferred,8
4031000290,Minor Deferred,7
9264960480,Minor Deferred,9
3303980680,Minor Deferred,11
1775930010,Minor Deferred,7
3329520170,Minor Deferred,7
9321010130,Limited Deferred,8
7696600020,Minor Deferred,7
2690600005,Significant Deferred,6
923049323,Minor Deferred,6
6705870080,Minor Deferred,8
3797710010,Minor Deferred,7
98030630,Minor Deferred,10
8106300840,Minor Deferred,9
1074100020,Minor Deferred,6
418000010,Limited Deferred,5
1782000130,Limited Deferred,7
2124079093,Minor Deferred,9
9828702890,Limited Deferred,8
3797001815,Limited Deferred,7
6979900080,Minor Deferred,8
7319900345,No Deferred,7
4346300010,Limited Deferred,7
2432000130,Minor Deferred,7
9165100130,Limited Deferred,6
844000425,No Deferred,5
6076500364,Minor Deferred,7
9238430430,Minor Deferred,8
2854800095,Limited Deferred,7
31200020,Limited Deferred,8
5364200381,Minor Deferred,8
1515910290,Limited Deferred,8
3459000020,Minor Deferred,8
3303000130,Minor Deferred,8
3235100080,Limited Deferred,6
7284900460,Minor Deferred,8
6332940020,Minor Deferred,7
8802400415,Minor Deferred,7
4131500190,Minor Deferred,8
7524400250,Limited Deferred,8
4441300440,Minor Deferred,7
1898200080,Minor Deferred,9
1245003375,Limited Deferred,7
3574300250,Limited Deferred,7
5071400104,Minor Deferred,8
9287801150,Minor Deferred,7
8651431100,Minor Deferred,6
236500010,Minor Deferred,7
1441800250,Minor Deferred,8
8929000050,Minor Deferred,8
98030660,Minor Deferred,10
3905100380,Minor Deferred,8
1140000050,Limited Deferred,7
5561000010,Minor Deferred,8
8856920250,Minor Deferred,8
5100402668,Limited Deferred,7
2426049180,Minor Deferred,8
205000010,Minor Deferred,9
7504060020,Minor Deferred,9
4204400098,Minor Deferred,7
2131200766,Minor Deferred,7
7760400480,Minor Deferred,7
1863900225,Limited Deferred,6
1787600224,Minor Deferred,7
323089134,Limited Deferred,6
7663700759,Minor Deferred,7
3856904970,Minor Deferred,6
1126059007,Minor Deferred,9
2473002850,No Deferred,8
1112700130,Limited Deferred,7
121059007,Minor Deferred,5
2896600020,Minor Deferred,7
9264900660,Minor Deferred,8
7754900280,Limited Deferred,8
9282801950,Minor Deferred,7
3123039063,Limited Deferred,6
2770606915,Limited Deferred,6
5379804690,Minor Deferred,7
6855700080,Minor Deferred,6
3856900507,Minor Deferred,10
3501600185,Minor Deferred,7
1068000235,Limited Deferred,10
7519000585,Minor Deferred,7
1562200380,Limited Deferred,8
7523700305,Limited Deferred,7
8807810050,Minor Deferred,7
3699100130,No Deferred,7
2215901650,Minor Deferred,8
1099900020,Minor Deferred,7
5128000010,Significant Deferred,6
3303980660,Minor Deferred,11
1155640050,Minor Deferred,8
8087800020,Limited Deferred,7
3293200190,Minor Deferred,11
1862000010,Limited Deferred,11
5711200170,Minor Deferred,8
8690800130,Limited Deferred,8
2768100545,Limited Deferred,7
2596400050,Limited Deferred,7
2641400290,Minor Deferred,8
3210600010,Limited Deferred,7
8691370290,Minor Deferred,9
1790000080,Limited Deferred,8
7116000425,No Deferred,5
8143100500,Minor Deferred,7
3735900545,Minor Deferred,7
1443500305,Minor Deferred,6
3649100103,Minor Deferred,7
6746700605,Limited Deferred,7
7999950020,Minor Deferred,8
9211500010,Limited Deferred,7
1324300290,Limited Deferred,7
8691310380,Limited Deferred,9
4037400430,Limited Deferred,7
254000545,Limited Deferred,7
7214780020,Minor Deferred,9
114100314,Minor Deferred,7
3629930170,Minor Deferred,9
2946002140,Significant Deferred,7
1432400525,No Deferred,6
7011201470,No Deferred,8
7697800170,Minor Deferred,8
8682291630,Minor Deferred,8
1775800420,Limited Deferred,8
2215901310,Minor Deferred,8
1440500020,Minor Deferred,6
6632900574,Minor Deferred,7
7933510080,Minor Deferred,8
1926069063,Limited Deferred,7
973600020,Minor Deferred,8
9558010190,Minor Deferred,8
267010020,No Deferred,8
8097000170,Minor Deferred,8
9136100420,Limited Deferred,7
8929000280,Minor Deferred,8
7883603190,Minor Deferred,7
203600470,Minor Deferred,9
8643200020,Minor Deferred,7
322069153,Minor Deferred,8
2473450430,Minor Deferred,8
7574910780,Limited Deferred,10
3629980780,Minor Deferred,9
3332000091,Minor Deferred,6
3395041236,Minor Deferred,7
2310030500,Minor Deferred,8
8665050080,Minor Deferred,8
4037000840,Limited Deferred,7
2856101845,Minor Deferred,6
8078550250,Limited Deferred,7
1837000010,Minor Deferred,7
8691390280,Minor Deferred,9
2372800050,No Deferred,7
6600250050,Minor Deferred,8
7215900020,Minor Deferred,10
6450304600,Limited Deferred,7
2541100050,Minor Deferred,8
1853200080,No Deferred,6
3058600050,Limited Deferred,6
3148750050,Minor Deferred,7
8651400680,Limited Deferred,6
4359100050,Minor Deferred,7
5379806185,Minor Deferred,7
1737300130,Minor Deferred,8
2781200010,Minor Deferred,9
269000221,Limited Deferred,8
6421100502,Minor Deferred,7
4136900190,Minor Deferred,8
8731980680,Limited Deferred,8
2095800250,Minor Deferred,8
3629920630,Minor Deferred,9
6817800840,Minor Deferred,7
7520000440,Limited Deferred,6
587550470,Limited Deferred,10
6851700381,Limited Deferred,9
4077800029,Minor Deferred,8
7202350480,Minor Deferred,7
1021079099,Limited Deferred,8
6075000050,Limited Deferred,7
5467910020,Limited Deferred,10
322069109,Limited Deferred,7
8658300480,Limited Deferred,6
9187200285,Limited Deferred,9
3670500605,Minor Deferred,7
2141330050,Limited Deferred,9
3820350020,Minor Deferred,7
3291800780,Limited Deferred,7
2423069120,Minor Deferred,7
6918100170,Minor Deferred,8
7169200221,Minor Deferred,8
3579000440,Limited Deferred,8
8860500130,Minor Deferred,8
1441800010,Minor Deferred,8
7129300595,Minor Deferred,7
4322300010,Limited Deferred,7
7229800066,Minor Deferred,7
3625059071,Limited Deferred,8
9517200480,Minor Deferred,7
240000269,Minor Deferred,10
9835800840,Limited Deferred,8
8058500005,Minor Deferred,6
2568200170,Minor Deferred,9
9545250010,Minor Deferred,9
4140090420,Minor Deferred,8
3334000050,Minor Deferred,7
5101404144,Minor Deferred,8
7338001190,Limited Deferred,6
1865810290,Minor Deferred,6
2785000290,Limited Deferred,8
7955040080,Limited Deferred,7
5480900010,Minor Deferred,10
6362900080,Minor Deferred,7
4078300050,No Deferred,7
3528000545,Minor Deferred,10
710300010,Minor Deferred,8
3764800630,Minor Deferred,7
6383000825,Limited Deferred,8
9465900500,Minor Deferred,9
2568200290,Minor Deferred,9
3885808005,Minor Deferred,9
3723800086,No Deferred,8
6840701150,Minor Deferred,7
7301300050,Minor Deferred,7
6381500635,Minor Deferred,6
3980300020,Limited Deferred,6
1923000050,Limited Deferred,10
7215720250,Minor Deferred,10
3123049230,Limited Deferred,8
8163000020,Limited Deferred,8
7893808220,Limited Deferred,7
538000440,Minor Deferred,7
7883603390,Minor Deferred,7
7645900235,No Deferred,8
9232900050,Limited Deferred,6
7305300500,Minor Deferred,6
6065300840,No Deferred,10
7227500020,No Deferred,5
7237501190,Minor Deferred,13
422000010,No Deferred,7
826069127,Limited Deferred,8
9413600420,Limited Deferred,8
9151600541,Limited Deferred,8
3423059153,No Deferred,8
3630120190,Minor Deferred,9
2787320430,Limited Deferred,7
1672000170,Limited Deferred,8
2050000020,Minor Deferred,10
3221079069,Minor Deferred,9
7501000080,Minor Deferred,10
3500100078,Minor Deferred,7
9493200010,Minor Deferred,7
3905081350,Minor Deferred,8
6061000010,Limited Deferred,7
7635801350,Limited Deferred,7
7806210380,Minor Deferred,7
7577700440,Minor Deferred,7
3876810190,Minor Deferred,7
1224059049,Limited Deferred,9
3348401319,Minor Deferred,7
5589300585,Minor Deferred,7
3293700221,Minor Deferred,6
2013300050,Minor Deferred,6
408100050,Limited Deferred,7
4178300080,Limited Deferred,9
2310040020,Minor Deferred,8
8698100170,Limited Deferred,5
1330910280,Limited Deferred,10
9413600670,No Deferred,7
3825500020,Minor Deferred,8
2500600289,Minor Deferred,7
4385701440,Minor Deferred,7
8645501330,Limited Deferred,7
2323069073,Limited Deferred,8
2475200080,Limited Deferred,7
9533600185,Limited Deferred,7
4139440460,Minor Deferred,10
1443500725,Minor Deferred,6
984000780,Significant Deferred,7
7575610170,Minor Deferred,8
2025800080,Limited Deferred,7
1425059180,Minor Deferred,8
1310440280,Minor Deferred,9
2264500425,Limited Deferred,7
1721800470,Minor Deferred,6
2589300170,Limited Deferred,6
2338800161,Limited Deferred,6
855700170,Minor Deferred,8
1431700250,Minor Deferred,7
7942601410,No Deferred,8
4151800420,Limited Deferred,6
5700003280,Minor Deferred,8
1105000780,No Deferred,7
4046400440,Minor Deferred,8
1089700010,Minor Deferred,9
2600040130,Minor Deferred,8
8121100715,Minor Deferred,8
1771000440,Minor Deferred,7
7875200005,Minor Deferred,7
1822069109,Limited Deferred,8
9283800050,Limited Deferred,8
238000244,Minor Deferred,8
7972600430,Minor Deferred,7
6204200470,Minor Deferred,8
123039420,Limited Deferred,7
1525059215,Minor Deferred,10
1787600094,Minor Deferred,7
2877101100,Minor Deferred,8
9406550050,Minor Deferred,7
826069016,Minor Deferred,7
8732030080,Limited Deferred,8
2231000020,Limited Deferred,7
9407000840,Minor Deferred,7
1775800290,Minor Deferred,7
3821200050,Significant Deferred,6
3224510080,Limited Deferred,9
3626039415,Minor Deferred,7
9262800294,Limited Deferred,7
127100005,No Deferred,6
3905040170,Minor Deferred,8
148000680,Minor Deferred,7
458000235,Limited Deferred,7
1445200050,Minor Deferred,7
7950300005,Minor Deferred,7
2726049169,Minor Deferred,8
8944550050,Minor Deferred,8
623049341,Minor Deferred,6
7922900380,Limited Deferred,7
2248000080,Minor Deferred,7
9406540050,Minor Deferred,9
5416100190,Minor Deferred,8
7215720680,Minor Deferred,9
4307330280,Minor Deferred,7
1562000050,Limited Deferred,8
4307320280,Minor Deferred,7
569000050,Limited Deferred,8
5700000595,No Deferred,7
8029200190,No Deferred,6
2896000680,Limited Deferred,8
9328500680,Minor Deferred,8
3295730050,Minor Deferred,8
3629970130,Minor Deferred,9
3574801310,Minor Deferred,7
4083802195,Significant Deferred,7
9238500480,Minor Deferred,7
9264910280,Minor Deferred,8
3630120380,Minor Deferred,9
424069088,Limited Deferred,7
2954400020,Minor Deferred,11
2154550020,Minor Deferred,8
5420800010,Minor Deferred,7
2459950010,Minor Deferred,7
4019301300,Minor Deferred,8
3179100480,Minor Deferred,8
7942601155,Minor Deferred,7
2493200235,Minor Deferred,6
6338000014,Limited Deferred,7
1735800050,Limited Deferred,5
2783100050,Minor Deferred,7
1604600095,Minor Deferred,7
3080000005,Minor Deferred,7
2268000470,Limited Deferred,7
807800190,Limited Deferred,7
1274500170,Minor Deferred,7
8857600780,Limited Deferred,7
5145000130,No Deferred,7
3288200470,Limited Deferred,7
1771000950,Minor Deferred,7
3818400050,Minor Deferred,8
537000130,Minor Deferred,7
5127000420,Limited Deferred,7
8656300380,Minor Deferred,7
6632300161,Minor Deferred,7
622100130,Minor Deferred,7
4028900048,Limited Deferred,8
411100005,Minor Deferred,6
6447300225,Limited Deferred,9
5739600427,Minor Deferred,7
5412310080,Limited Deferred,7
2726049071,Minor Deferred,5
3764650050,Minor Deferred,8
3905030480,Minor Deferred,8
2345700500,Minor Deferred,8
8650300130,Minor Deferred,9
2923049372,Limited Deferred,7
5437200080,Minor Deferred,9
9808100185,Minor Deferred,11
4337000285,Minor Deferred,6
2891000010,No Deferred,7
7224000545,Limited Deferred,7
3243100080,Minor Deferred,7
3925000020,Minor Deferred,7
546000020,Minor Deferred,7
8651611060,Minor Deferred,10
3024079063,Minor Deferred,9
3039000050,No Deferred,7
1839900080,Minor Deferred,7
4024101434,No Deferred,6
2824069142,Minor Deferred,7
2618300080,Limited Deferred,7
7785000010,Limited Deferred,7
4307330050,Minor Deferred,7
2867100005,Minor Deferred,8
3880900010,Minor Deferred,9
5255710010,Minor Deferred,8
3213200314,No Deferred,7
9834200950,Limited Deferred,7
3806000005,Minor Deferred,5
6204400170,Minor Deferred,7
2491200675,No Deferred,8
98020480,Minor Deferred,10
8068000585,No Deferred,7
4345000170,Minor Deferred,7
3101500010,Minor Deferred,6
3291800660,Minor Deferred,7
3541600235,Limited Deferred,8
2923039217,Limited Deferred,7
7852010290,Minor Deferred,10
7695450010,Minor Deferred,9
3424069145,No Deferred,5
3578400500,Minor Deferred,8
4365200895,Minor Deferred,7
4027700321,Minor Deferred,7
7923600250,Minor Deferred,7
8122100290,Limited Deferred,7
7224000980,Minor Deferred,5
9521100280,Minor Deferred,8
7875400050,Limited Deferred,7
6204420290,No Deferred,7
1041440050,Minor Deferred,8
1626069178,No Deferred,7
3342101937,Minor Deferred,10
9178601630,Minor Deferred,8
5273200080,Minor Deferred,7
7701930010,Minor Deferred,9
6820100010,Limited Deferred,7
3066400130,Minor Deferred,10
339600010,Minor Deferred,7
3391900130,Limited Deferred,6
7283900010,Limited Deferred,6
1113000430,Minor Deferred,7
5101405276,Minor Deferred,7
7796100050,Limited Deferred,8
2207200675,Limited Deferred,7
3622910190,Limited Deferred,9
9346930250,Limited Deferred,8
3886000010,Minor Deferred,8
6326000130,Minor Deferred,8
686900010,Limited Deferred,8
1310000130,Minor Deferred,8
139000185,Minor Deferred,7
4039000050,Limited Deferred,8
9253900417,Minor Deferred,10
4128500380,Minor Deferred,11
8159300050,Limited Deferred,8
1338600185,Minor Deferred,10
7625703900,Limited Deferred,7
2767700022,Minor Deferred,7
3914000095,Limited Deferred,8
7334501410,Limited Deferred,7
2597710050,Minor Deferred,8
7933250050,Minor Deferred,9
2600140500,Minor Deferred,9
3876810170,Limited Deferred,7
3740000010,Minor Deferred,8
6895300050,Limited Deferred,8
6645900010,Minor Deferred,9
9413600380,Limited Deferred,7
2115720500,Minor Deferred,8
2202500255,Limited Deferred,7
2207100255,Minor Deferred,7
8035350010,Minor Deferred,8
